GeositeInfo_DataOwner,GeositeInfo_Identifier,GeositeInfo_GeositeType,GeositeInfo_Latitude,GeositeInfo_Longitude,WaterStrike_ConstructionCompletionDate,WaterStrike_YieldMeasurementMethod,WaterStrike_WaterStrikeType,WaterStrike_SeepageValue,WaterStrike_DepthToTop,WaterStrike_DepthToBottom,WaterStrike_TotalBlowYieldValue,WaterStrike_ContributionValue
Dept Water - Pretoria,2629CB00015,Borehole,-26.69229,29.40806,1953/10/02,,Total Seepage,0.04,27.43,,,
Dept Water - Pretoria,2629CB00013,Borehole,-26.69228,29.40806,1921/05/18,,Total Yield,,21.33,,3.15,
Dept Water - Pretoria,2629CB00011,Borehole,-26.69227,29.40806,1918/03/11,,Individual Contribution,,18.29,,0.8001,0.8
Dept Water - Pretoria,2629CB00011,Borehole,-26.69227,29.40806,1918/03/11,,Individual Contribution,0.0001,12.19,,0.8001,
Dept Water - Pretoria,2629CB00009,Borehole,-26.69226,29.40806,1918/05/25,,Total Yield,,18.29,,0.24,
Dept Water - Pretoria,2629CB00007,Borehole,-26.69225,29.40806,1918/01/10,,Individual Contribution,,49.99,,0.2002,0.2
Dept Water - Pretoria,2629CB00007,Borehole,-26.69225,29.40806,1918/01/10,,Individual Contribution,0.0001,19.2,,0.2002,
Dept Water - Pretoria,2629CB00007,Borehole,-26.69225,29.40806,1918/01/10,,Individual Contribution,0.0001,29.56,,0.2002,
Dept Water - Pretoria,2629CB00005,Borehole,-26.69224,29.40806,1918/05/14,,Total Yield,,55.47,,0.47,
Dept Water - Pretoria,2629CB00003,Borehole,-26.69223,29.40806,1953/11/17,,Total Yield,,16.15,,2.36,
Dept Water - Pretoria,2629CB00001,Borehole,-26.69222,29.40806,1953/10/16,,Total Yield,,24.99,,0.25,
Dept Water - Pretoria,2629CB00002,Borehole,-26.69222,29.40807,1953/11/09,,Total Seepage,0.09,48.77,,,
Dept Water - Pretoria,2629CB00004,Borehole,-26.69222,29.40808,1960/09/01,,Total Yield,,18.29,,0.32,
Dept Water - Pretoria,2629CB00006,Borehole,-26.69222,29.40809,1918/01/19,,Total Yield,,25.6,,1.89,
Dept Water - Pretoria,2629CB00008,Borehole,-26.69222,29.4081,1918/04/08,,Total Yield,,18.29,,0.11,
Dept Water - Pretoria,2629CB00010,Borehole,-26.69222,29.40811,1918/03/05,,Total Yield,,18.29,,3.15,
Dept Water - Pretoria,2629CB00012,Borehole,-26.69222,29.40812,,,Individual Contribution,,46.02,,0.6001,0.6
Dept Water - Pretoria,2629CB00012,Borehole,-26.69222,29.40812,,,Individual Contribution,0.0001,18.29,,0.6001,
Dept Water - Pretoria,2629CB00014,Borehole,-26.69222,29.40813,1983/10/24,,Individual Contribution,,36,,0.8001,0.8
Dept Water - Pretoria,2629CB00014,Borehole,-26.69222,29.40813,1983/10/24,,Individual Contribution,0.0001,30,,0.8001,
Dept Water - Pretoria,2629CB00016,Borehole,-26.69222,29.40814,,,,,,,,
Dept Water - Pretoria,2629CB00018,Borehole,-26.69222,29.40815,1918/08/28,,Total Yield,,18.29,,0.53,
Dept Water - Pretoria,2629CB00020,Borehole,-26.69222,29.40816,1918/06/14,,Individual Contribution,,22.86,,4.5001,4.5
Dept Water - Pretoria,2629CB00020,Borehole,-26.69222,29.40816,1918/06/14,,Individual Contribution,0.0001,15.24,,4.5001,
Dept Water - Pretoria,2629CB00022,Borehole,-26.69222,29.40817,1918/11/01,,Total Yield,,16.76,,0.32,
Dept Water - Pretoria,2629CB00024,Borehole,-26.69222,29.40818,1918/02/12,,Total Yield,,23.16,,1.26,
Dept Water - Pretoria,011874,Borehole,-26.69139,29.19139,1956/06/21,,Total Seepage,0.08,9.14,,,
Dept Water - Pretoria,2629DA00024,Borehole,-26.69139,29.66918,,,,,,,,
Dept Water - Pretoria,2629CA00410,Borehole,-26.69084,29.11779,1997/10/22,,Total Seepage,0.0001,102,,,
Dept Water - Pretoria,2627CA00237,Borehole,-26.69054,27.22078,,,,,,,,
Dept Water - Pretoria,2628CB00205,Borehole,-26.6903,28.42251,1965/05/21,,Total Yield,,27.43,,1.01,
Dept Water - Pretoria,2628CB00204,Borehole,-26.69029,28.4225,1965/06/07,,Total Yield,,45.72,,0.33,
Dept Water - Pretoria,2628CB00203,Borehole,-26.69028,28.42249,1971/03/04,,Individual Contribution,,45.72,,1.1001,1.1
Dept Water - Pretoria,2628CB00203,Borehole,-26.69028,28.42249,1971/03/04,,Individual Contribution,0.0001,39.62,,1.1001,
Dept Water - Pretoria,2628CB00202,Borehole,-26.69027,28.42248,1971/11/15,,Total Yield,,44.5,,0.53,
Dept Water - Pretoria,034851,Borehole,-26.69026,27.93301,1982/10/06,,Individual Contribution,,24.5,,12.2002,3.1
Dept Water - Pretoria,034851,Borehole,-26.69026,27.93301,1982/10/06,,Individual Contribution,,27,,12.2002,9.1
Dept Water - Pretoria,034851,Borehole,-26.69026,27.93301,1982/10/06,,Individual Contribution,0.0001,7,,12.2002,
Dept Water - Pretoria,034851,Borehole,-26.69026,27.93301,1982/10/06,,Individual Contribution,0.0001,20,24,12.2002,
Dept Water - Pretoria,2628CB00206,Borehole,-26.69026,28.42247,1965/03/19,,Total Seepage,0.0001,21.33,,,
Dept Water - Pretoria,2628CB00207,Borehole,-26.69025,28.42246,1965/05/06,,Total Yield,,60.96,,0.74,
Dept Water - Pretoria,2629DB00207,Borehole,-26.69019,29.95823,,,,,,,,
Dept Water - Pretoria,2628DB00190,Borehole,-26.68962,28.83303,1962/06/14,,Total Yield,,9.14,,1.28,
Dept Water - Pretoria,2628DB00188,Borehole,-26.68961,28.83303,1984/06/25,,Total Seepage,0.0001,76,,,
Dept Water - Pretoria,2629DB00203,Borehole,-26.68961,29.78839,,,,,,,,
Dept Water - Pretoria,2628DB00186,Borehole,-26.6896,28.83303,1983/10/19,,Total Seepage,0.0001,80,,,
Dept Water - Pretoria,2628DB00184,Borehole,-26.68959,28.83303,1985/11/21,,Total Yield,,12,,0.75,
Dept Water - Pretoria,2628DB00182,Borehole,-26.68958,28.83303,1985/11/13,,Total Yield,,120,,0.43,
Dept Water - Pretoria,2628DB00180,Borehole,-26.68957,28.83303,1985/09/06,,Total Yield,,12,,2.5,
Dept Water - Pretoria,2628DB00178,Borehole,-26.68956,28.83303,1968/05/22,,Total Yield,,27.43,,0.46,
Dept Water - Pretoria,2628DB00176,Borehole,-26.68955,28.83303,,,,,,,,
Dept Water - Pretoria,2628DB00174,Borehole,-26.68954,28.83303,,,,,,,,
Dept Water - Pretoria,2628DB00172,Borehole,-26.68953,28.83303,,,,,,,,
Dept Water - Pretoria,2628DB00170,Borehole,-26.68952,28.83303,1965/03/12,,Total Seepage,0.03,4.27,,,
Dept Water - Pretoria,2628DB00168,Borehole,-26.68951,28.83303,,,,,,,,
Dept Water - Pretoria,2627CA00236,Borehole,-26.6895,27.21987,,,,,,,,
Dept Water - Pretoria,2628DB00166,Borehole,-26.6895,28.83303,1965/01/21,,Total Yield,,12.19,,0.27,
Dept Water - Pretoria,2628DB00164,Borehole,-26.68949,28.83303,1962/06/07,,Total Yield,,4.57,,1.28,
Dept Water - Pretoria,011916,Borehole,-26.68949,29.1164,1956/08/28,,Total Yield,,12.19,,0.45,
Dept Water - Pretoria,013045,Borehole,-26.68948,28.83303,1957/05/22,,Total Yield,,13.72,,0.15,
Dept Water - Pretoria,001989,Borehole,-26.68948,29.1164,1952/02/05,,Total Seepage,0.0001,49.07,,,
Dept Water - Pretoria,2628DB00160,Borehole,-26.68947,28.83303,,,,,,,,
Dept Water - Pretoria,2629CA00224,Borehole,-26.68947,29.1164,1921/06/01,,Individual Contribution,,30.18,,0.5001,0.5
Dept Water - Pretoria,2629CA00224,Borehole,-26.68947,29.1164,1921/06/01,,Individual Contribution,0.0001,14.32,,0.5001,
Dept Water - Pretoria,2628DB00158,Borehole,-26.68946,28.83303,,,,,,,,
Dept Water - Pretoria,2629CA00222,Borehole,-26.68946,29.1164,1984/05/17,,Total Seepage,0.0001,50,,,
Dept Water - Pretoria,2628DB00156,Borehole,-26.68945,28.83303,1950/11/18,,Total Yield,,16.76,,1.77,
Dept Water - Pretoria,2629CA00220,Borehole,-26.68945,29.1164,1984/05/11,,Total Seepage,0.0001,86,,,
Dept Water - Pretoria,2629CA00221,Borehole,-26.68945,29.11641,1984/05/15,,Total Seepage,0.0001,50,,,
Dept Water - Pretoria,2629CA00223,Borehole,-26.68945,29.11642,1984/05/18,,Total Seepage,0.0001,50,,,
Dept Water - Pretoria,001988,Borehole,-26.68945,29.11643,1952/01/29,,Total Yield,,18.29,,0.76,
Dept Water - Pretoria,2629CA00227,Borehole,-26.68945,29.11644,1952/02/10,,Total Yield,,12.19,,0.1,
Dept Water - Pretoria,2628DB00154,Borehole,-26.68944,28.83303,1929/05/16,,Individual Contribution,,34.75,,0.1001,0.1
Dept Water - Pretoria,2628DB00154,Borehole,-26.68944,28.83303,1929/05/16,,Individual Contribution,0.0001,19.81,,0.1001,
Dept Water - Pretoria,2628DB00155,Borehole,-26.68944,28.83304,1950/11/25,,Total Yield,,19.81,,0.63,
Dept Water - Pretoria,2628DB00157,Borehole,-26.68944,28.83305,,,,,,,,
Dept Water - Pretoria,2628DB00159,Borehole,-26.68944,28.83306,1955/01/19,,Total Yield,,6.1,,1.09,
Dept Water - Pretoria,013036,Borehole,-26.68944,28.83307,1957/05/07,,Total Yield,,28.96,,0.54,
Dept Water - Pretoria,2628DB00165,Borehole,-26.68944,28.83309,,,,,,,,
Dept Water - Pretoria,2628DB00167,Borehole,-26.68944,28.8331,1965/02/25,,Total Seepage,0.03,5.49,,,
Dept Water - Pretoria,2628DB00169,Borehole,-26.68944,28.83311,,,,,,,,
Dept Water - Pretoria,2628DB00171,Borehole,-26.68944,28.83312,1966/12/20,,Total Yield,,15.24,,0.47,
Dept Water - Pretoria,2628DB00173,Borehole,-26.68944,28.83313,,,,,,,,
Dept Water - Pretoria,2628DB00175,Borehole,-26.68944,28.83314,,,,,,,,
Dept Water - Pretoria,2628DB00177,Borehole,-26.68944,28.83315,1968/05/13,,Individual Contribution,,24.38,,0.5001,0.5
Dept Water - Pretoria,2628DB00177,Borehole,-26.68944,28.83315,1968/05/13,,Individual Contribution,0.0001,8.53,,0.5001,
Dept Water - Pretoria,2628DB00179,Borehole,-26.68944,28.83316,,,,,,,,
Dept Water - Pretoria,2628DB00181,Borehole,-26.68944,28.83317,,,,,,,,
Dept Water - Pretoria,2628DB00183,Borehole,-26.68944,28.83318,,,,,,,,
Dept Water - Pretoria,2628DB00185,Borehole,-26.68944,28.83319,1983/10/18,,Total Seepage,0.0001,76,,,
Dept Water - Pretoria,2628DB00187,Borehole,-26.68944,28.8332,1983/10/20,,Total Seepage,0.0001,76,,,
Dept Water - Pretoria,2628DB00189,Borehole,-26.68944,28.83321,1984/06/26,,Total Seepage,0.0001,76,,,
Dept Water - Pretoria,013043,Borehole,-26.68944,28.83997,1957/05/14,,Total Yield,,13.72,,1.63,
Dept Water - Pretoria,2629CA00219,Borehole,-26.68924,29.09139,1971/05/25,,Individual Contribution,,40.24,,0.4001,0.4
Dept Water - Pretoria,2629CA00219,Borehole,-26.68924,29.09139,1971/05/25,,Individual Contribution,0.0001,3.96,,0.4001,
Dept Water - Pretoria,2629CA00217,Borehole,-26.68923,29.09139,1967/10/12,,Total Yield,,48.77,,0.11,
Dept Water - Pretoria,2629CA00215,Borehole,-26.68922,29.09139,1920/03/24,,Individual Contribution,,44.2,,0.2001,0.2
Dept Water - Pretoria,2629CA00215,Borehole,-26.68922,29.09139,1920/03/24,,Individual Contribution,0.0001,30.48,,0.2001,
Dept Water - Pretoria,2629CA00213,Borehole,-26.68921,29.09139,1919/10/04,,Total Yield,,58.83,,0.32,
Dept Water - Pretoria,2629CA00211,Borehole,-26.6892,29.09139,1983/06/21,,Total Seepage,0.0001,66,,,
Dept Water - Pretoria,2629CA00209,Borehole,-26.68919,29.09139,1983/07/20,,Total Seepage,0.0001,26,,,
Dept Water - Pretoria,2629CA00207,Borehole,-26.68918,29.09139,1983/09/07,,Total Yield,,32,,0.95,
Dept Water - Pretoria,2629CA00206,Borehole,-26.68917,29.09139,1984/04/05,,Total Seepage,0.0001,55,,,
Dept Water - Pretoria,2629CA00208,Borehole,-26.68917,29.0914,,,,,,,,
Dept Water - Pretoria,2629CA00210,Borehole,-26.68917,29.09141,1983/06/01,,Total Yield,,33,,0.25,
Dept Water - Pretoria,2629CA00212,Borehole,-26.68917,29.09142,1911/11/04,,Total Yield,,26.67,,1.37,
Dept Water - Pretoria,2629CA00214,Borehole,-26.68917,29.09143,1919/11/10,,Total Seepage,0.05,71.32,,,
Dept Water - Pretoria,2629CA00216,Borehole,-26.68917,29.09144,1920/06/30,,Total Yield,,17.07,,1.31,
Dept Water - Pretoria,2629CA00218,Borehole,-26.68917,29.09145,1969/04/30,,Total Yield,,24.38,,0.38,
Dept Water - Gauteng,035714,Borehole,-26.68758,27.92533,,,,,,,,
Dept Water - Pretoria,2629DA00121,Borehole,-26.68722,29.65112,1979/05/30,,Total Seepage,0.04,21,,,
Dept Water - Pretoria,2627CB00390,Borehole,-26.68674,27.19967,1984/02/28,,Total Seepage,0.0001,62,,,
Dept Water - Pretoria,2627CB00389,Borehole,-26.68673,27.19976,1984/02/25,,Total Seepage,0.0001,62,,,
Dept Water - Pretoria,2629DA00298,Borehole,-26.6867,29.64976,1979/05/25,,Total Yield,,18,,0.61,
Dept Water - Pretoria,2629DA00329,Borehole,-26.68669,29.64975,,,,,,,,
Dept Water - Pretoria,2629DA00300,Borehole,-26.68668,29.64974,1983/06/03,,Total Yield,,20.4,,0.2,
Dept Water - Pretoria,2629DA00299,Borehole,-26.68667,29.64973,,,,,,,,
Dept Water - Pretoria,2627CB00392,Borehole,-26.68666,27.19969,1984/03/06,,Total Seepage,0.0001,80,,,
Dept Water - Pretoria,2627CB00391,Borehole,-26.68665,27.19968,1984/03/01,,Total Yield,,70,,0.58,
Dept Water - Pretoria,2628DB00151,Borehole,-26.68643,28.9497,1953/01/23,,Total Seepage,0.06,4.88,,,
Dept Water - Pretoria,2628DB00149,Borehole,-26.68642,28.9497,1953/01/14,,Total Yield,,7.62,,1.14,
Dept Water - Pretoria,007767,Borehole,-26.68641,28.9497,1952/02/27,,Total Yield,,17.68,,0.38,
Dept Water - Pretoria,2628DB00145,Borehole,-26.6864,28.9497,1951/03/17,,Total Yield,,13.72,,0.19,
Dept Water - Pretoria,2628DB00143,Borehole,-26.68639,28.9497,1938/04/26,,Total Seepage,0.05,18.29,,,
Dept Water - Pretoria,2628DB00141,Borehole,-26.68638,28.9497,1910/04/14,,Individual Contribution,,17.68,,0.4001,0.4
Dept Water - Pretoria,2628DB00141,Borehole,-26.68638,28.9497,1910/04/14,,Individual Contribution,0.0001,10.67,,0.4001,
Dept Water - Pretoria,2628DB00142,Borehole,-26.68638,28.94971,1926/03/13,,Total Yield,,12.5,,0.21,
Dept Water - Pretoria,2628DB00144,Borehole,-26.68638,28.94972,1938/05/11,,Individual Contribution,,57.91,,0.1001,0.1
Dept Water - Pretoria,2628DB00144,Borehole,-26.68638,28.94972,1938/05/11,,Individual Contribution,0.0001,12.19,,0.1001,
Dept Water - Pretoria,2628DB00146,Borehole,-26.68638,28.94973,1951/03/24,,Total Yield,,7.62,,1.26,
Dept Water - Pretoria,007770,Borehole,-26.68638,28.94974,1953/01/03,,Total Yield,,19.81,,0.38,
Dept Water - Pretoria,2628DB00150,Borehole,-26.68638,28.94975,1953/01/20,,Total Yield,,18.29,,2.52,
Dept Water - Pretoria,2628DB00152,Borehole,-26.68638,28.94976,1953/01/28,,Total Yield,,15.24,,0.27,
Dept Water - Gauteng,035713,Borehole,-26.68573,27.92773,,,,,,,,
Dept Water - Pretoria,2628CA00015,Borehole,-26.68472,28.08997,1958/10/03,,Individual Contribution,,62.18,,0.4001,0.4
Dept Water - Pretoria,2628CA00015,Borehole,-26.68472,28.08997,1958/10/03,,Individual Contribution,0.0001,24.38,,0.4001,
Dept Water - Pretoria,2628CA00014,Borehole,-26.68471,28.08997,1958/08/02,,Total Seepage,0.0001,18.59,,,
Dept Water - Pretoria,2628CA00116,Borehole,-26.68445,28.20887,1927/05/20,Float Principle (Thalimedes),Total Yield,,32.92,,0.16,
Dept Water - Pretoria,2628CA00419,Borehole,-26.68444,28.20887,,,Total Seepage,0.0001,18.9,,,
Dept Water - Pretoria,2628CA00117,Borehole,-26.68444,28.20888,1927/06/09,Float Principle (Thalimedes),Total Yield,,39.01,,0.45,
Dept Water - Pretoria,2627CB00388,Borehole,-26.68413,27.39967,1982/02/05,,Total Yield,,45,,1.42,
Dept Water - Pretoria,2627CB00386,Borehole,-26.68412,27.39967,1982/01/28,,Total Seepage,0.0001,42,,,
Dept Water - Pretoria,2627CB00384,Borehole,-26.68411,27.39967,1982/01/18,,Total Seepage,0.0001,60,,,
Dept Water - Pretoria,2627CB00382,Borehole,-26.6841,27.39967,1968/04/30,,Total Yield,,18.29,,1.06,
Dept Water - Pretoria,2627CB00380,Borehole,-26.68409,27.39967,,,,,,,,
Dept Water - Pretoria,2627CB00354,Borehole,-26.68396,27.39967,1943/08/31,,Individual Contribution,,27.43,,3.0001,3
Dept Water - Pretoria,2627CB00354,Borehole,-26.68396,27.39967,1943/08/31,,Individual Contribution,0.0001,21.34,,3.0001,
Dept Water - Pretoria,2627CB00143,Borehole,-26.68395,27.26634,1966/03/29,,Total Yield,,7.62,,2.33,
Dept Water - Pretoria,005648,Borehole,-26.68394,27.26634,1950/08/03,,Total Yield,,21.34,,0.19,
Dept Water - Pretoria,2627CB00139,Borehole,-26.68393,27.26634,1947/12/05,,Total Yield,,15.24,,0.38,
Dept Water - Pretoria,2627CB00137,Borehole,-26.68392,27.26634,1947/10/16,,Total Yield,,24.99,,1.26,
Dept Water - Pretoria,2629DA00034,Borehole,-26.68392,29.59973,1949/10/31,,Total Seepage,0.09,8.53,,,
Dept Water - Pretoria,2627CB00135,Borehole,-26.68391,27.26634,1943/11/29,,Total Yield,,18.59,,1.89,
Dept Water - Pretoria,2629DA00032,Borehole,-26.68391,29.59973,1958/07/10,,Total Seepage,0.08,12.19,,,
Dept Water - Pretoria,2627CB00133,Borehole,-26.6839,27.26634,1916/07/04,,Total Yield,,6.71,,1.1,
Dept Water - Pretoria,2627CB00342,Borehole,-26.6839,27.39967,1929/06/27,,Total Yield,,9.14,,0.95,
Dept Water - Pretoria,2629DA00152,Borehole,-26.6839,29.54139,,,,,,,,
Dept Water - Pretoria,2629DA00005,Borehole,-26.6839,29.59973,1945/04/21,,Total Yield,,12.5,13.72,0.44,
Dept Water - Pretoria,2627CB00131,Borehole,-26.68389,27.26634,1909/08/27,,Total Yield,,27.74,,3.68,
Dept Water - Pretoria,009322,Borehole,-26.68389,29.04695,1954/02/09,,Total Yield,,16.46,,0.15,
Dept Water - Pretoria,2629DA00151,Borehole,-26.68389,29.54139,,,,,,,,
Dept Water - Pretoria,2629DA00153,Borehole,-26.68389,29.5414,,,,,,,,
Dept Water - Pretoria,2629DA00004,Borehole,-26.68389,29.59973,1933/09/09,,Total Seepage,0.02,13.72,,,
Dept Water - Pretoria,2629DA00031,Borehole,-26.68389,29.59974,1958/06/28,,Total Seepage,0.0001,58.52,,,
Dept Water - Pretoria,013197,Borehole,-26.68389,29.59975,1958/06/14,,Total Seepage,0.0001,24.08,,,
Dept Water - Pretoria,2629DA00035,Borehole,-26.68389,29.59976,1949/12/05,,Total Seepage,0.04,35.05,,,
Dept Water - Pretoria,2627CB00129,Borehole,-26.68388,27.26634,1906/11/24,,Individual Contribution,,46.03,,2.9001,2.9
Dept Water - Pretoria,2627CB00129,Borehole,-26.68388,27.26634,1906/11/24,,Individual Contribution,0.0001,36.58,,2.9001,
Dept Water - Pretoria,2627CB00338,Borehole,-26.68388,27.39967,1912/11/15,,Total Seepage,0.0001,16.46,,,
Dept Water - Pretoria,2627DA00032,Borehole,-26.68388,27.533,1953/11/28,,Total Seepage,0.06,54.86,,,
Dept Water - Pretoria,2627CB00128,Borehole,-26.68387,27.26634,1906/07/20,,Total Yield,,24.99,,1.06,
Dept Water - Pretoria,2627CB00130,Borehole,-26.68387,27.26635,1909/07/16,,Individual Contribution,,49.99,,1.3001,1.3
Dept Water - Pretoria,2627CB00130,Borehole,-26.68387,27.26635,1909/07/16,,Individual Contribution,0.0001,26.52,,1.3001,
Dept Water - Pretoria,2627CB00132,Borehole,-26.68387,27.26636,1909/08/28,,Individual Contribution,,44.5,,0.9001,0.9
Dept Water - Pretoria,2627CB00132,Borehole,-26.68387,27.26636,1909/08/28,,Individual Contribution,0.0001,24.38,,0.9001,
Dept Water - Pretoria,2627CB00136,Borehole,-26.68387,27.26638,1947/09/25,,Total Seepage,0.0001,36.88,,,
Dept Water - Pretoria,2627CB00138,Borehole,-26.68387,27.26639,1947/11/21,,Total Seepage,0.08,26.52,,,
Dept Water - Pretoria,005650,Borehole,-26.68387,27.2664,1950/05/25,,Total Yield,,10.67,,0.97,
Dept Water - Pretoria,2627CB00142,Borehole,-26.68387,27.26641,1950/08/26,,Total Yield,,48.77,,0.14,
Dept Water - Pretoria,2627CB00336,Borehole,-26.68387,27.39967,1912/10/17,,Total Yield,,26.82,,0.58,
Dept Water - Pretoria,2627CB00337,Borehole,-26.68387,27.39968,1912/10/30,,Total Yield,,23.77,,2.63,
Dept Water - Pretoria,2627CB00339,Borehole,-26.68387,27.39969,1915/10/14,,Individual Contribution,,19.51,,1.0001,1
Dept Water - Pretoria,2627CB00339,Borehole,-26.68387,27.39969,1915/10/14,,Individual Contribution,0.0001,12.8,,1.0001,
Dept Water - Pretoria,2627CB00341,Borehole,-26.68387,27.3997,1928/02/18,,Total Seepage,0.01,12.19,,,
Dept Water - Pretoria,2627CB00355,Borehole,-26.68387,27.39977,1945/03/28,,Total Seepage,0.01,15.24,,,
Dept Water - Pretoria,2627CB00371,Borehole,-26.68387,27.39985,1949/03/04,,Total Yield,,14.94,,0.61,
Dept Water - Pretoria,2627CB00379,Borehole,-26.68387,27.39989,,,,,,,,
Dept Water - Pretoria,2627CB00381,Borehole,-26.68387,27.3999,1968/03/11,,Total Seepage,0.0001,46.33,,,
Dept Water - Pretoria,2627CB00383,Borehole,-26.68387,27.39991,1968/05/30,,Total Yield,,18.29,,0.36,
Dept Water - Pretoria,2627CB00385,Borehole,-26.68387,27.39992,1982/01/25,,Total Seepage,0.0001,47,,,
Dept Water - Pretoria,2627CB00387,Borehole,-26.68387,27.39993,1982/02/01,,Total Yield,,50,,3.33,
Dept Water - Pretoria,2627CB00393,Borehole,-26.68387,27.39996,1984/06/05,,Total Seepage,0.0001,76,,,
Dept Water - Pretoria,2627DA00031,Borehole,-26.68387,27.533,1953/11/13,,Total Yield,,27.43,,1.75,
Dept Water - Pretoria,2627DA00033,Borehole,-26.68387,27.53301,1954/10/12,,Total Seepage,0.06,34.14,,,
Dept Water - Pretoria,2629DB00074,Borehole,-26.68278,29.93334,1959/11/12,,Total Seepage,0.0001,53.34,,,
Dept Water - Pretoria,2629DB00075,Borehole,-26.68277,29.93333,1959/10/21,,Total Seepage,0.0001,65.84,,,
Dept Water - Pretoria,2629DB00076,Borehole,-26.68276,29.93332,1959/12/01,,Total Seepage,0.0001,20.12,,,
Dept Water - Pretoria,2629DB00077,Borehole,-26.68275,29.93331,1959/11/24,,Total Seepage,0.0001,33.53,,,
Dept Water - Pretoria,2629DB00078,Borehole,-26.68274,29.9333,1959/08/28,,Total Seepage,0.0001,52.73,,,
Dept Water - Pretoria,2629DB00081,Borehole,-26.68271,29.93327,1960/04/14,,Total Seepage,0.0001,45.72,,,
Dept Water - Pretoria,2629DB00082,Borehole,-26.6827,29.93326,1961/01/03,,Total Seepage,0.0001,19.81,,,
Dept Water - Pretoria,2629DB00083,Borehole,-26.68269,29.93325,1959/06/16,,Total Seepage,0.0001,24.38,,,
Dept Water - Pretoria,2629DB00084,Borehole,-26.68268,29.93324,1990/01/01,,Total Seepage,0.08,4.57,,,
Dept Water - Pretoria,2629DB00085,Borehole,-26.68267,29.93323,1961/01/10,,Total Yield,,13.72,,0.8,
Dept Water - Pretoria,2629DB00086,Borehole,-26.68266,29.93322,1961/01/17,,Individual Contribution,,15.24,,0.3001,0.3
Dept Water - Pretoria,2629DB00086,Borehole,-26.68266,29.93322,1961/01/17,,Individual Contribution,0.0001,9.14,,0.3001,
Dept Water - Pretoria,2629DB00087,Borehole,-26.68265,29.93321,1960/04/05,,Individual Contribution,,36.58,,0.6001,0.6
Dept Water - Pretoria,2629DB00087,Borehole,-26.68265,29.93321,1960/04/05,,Individual Contribution,0.0001,13.72,,0.6001,
Dept Water - Pretoria,2629DB00088,Borehole,-26.68264,29.9332,1960/04/23,,Individual Contribution,,45.72,,1.1001,1.1
Dept Water - Pretoria,2629DB00088,Borehole,-26.68264,29.9332,1960/04/23,,Individual Contribution,0.0001,6.71,,1.1001,
Dept Water - Pretoria,2629DB00089,Borehole,-26.68263,29.93319,1960/04/09,,Total Seepage,0.08,12.19,,,
Dept Water - Pretoria,2629DB00092,Borehole,-26.6826,29.93316,1959/08/18,,Total Seepage,0.08,6.71,,,
Dept Water - Pretoria,2629DB00094,Borehole,-26.68258,29.93314,1959/12/09,,Total Yield,,14.63,21.34,3.66,
