GeositeInfo_DataOwner,GeositeInfo_Identifier,GeositeInfo_GeositeType,GeositeInfo_Latitude,GeositeInfo_Longitude,WaterStrike_ConstructionCompletionDate,WaterStrike_YieldMeasurementMethod,WaterStrike_WaterStrikeType,WaterStrike_SeepageValue,WaterStrike_DepthToTop,WaterStrike_DepthToBottom,WaterStrike_TotalBlowYieldValue,WaterStrike_ContributionValue
Dept Water - Pretoria,009345,Borehole,-26.7103,29.14139,1954/05/06,,Total Seepage,0.07,9.14,,,
Dept Water - Pretoria,009338,Borehole,-26.71029,29.14139,1954/03/31,,Total Yield,,18.29,,0.27,
Dept Water - Pretoria,009337,Borehole,-26.71028,29.14139,1954/03/25,,Total Seepage,0.03,18.29,,,
Dept Water - Pretoria,009343,Borehole,-26.71028,29.1414,1954/05/03,,Total Seepage,0.0001,27.43,,,
Dept Water - Pretoria,009346,Borehole,-26.71028,29.14141,1954/05/11,,Total Yield,,15.24,,1.09,
Dept Water - Pretoria,011888,Borehole,-26.71028,29.14142,1956/07/11,,Individual Contribution,,7.93,,2.0001,2
Dept Water - Pretoria,011888,Borehole,-26.71028,29.14142,1956/07/11,,Individual Contribution,0.0001,5.79,,2.0001,
Dept Water - Pretoria,2627DB00102,Borehole,-26.71026,27.88162,1972/11/15,,Total Yield,,20.42,,1.89,
Dept Water - Pretoria,2628DA00084,Borehole,-26.71002,28.57446,1984/06/27,,Total Yield,,40,,0.67,
Dept Water - Pretoria,2628DA00083,Borehole,-26.71001,28.57445,1984/06/18,,Total Yield,,40,,0.42,
Dept Water - Pretoria,2628DA00082,Borehole,-26.71,28.57444,1984/06/13,,Total Seepage,0.0001,76,,,
Dept Water - Pretoria,2628DA00081,Borehole,-26.70999,28.57443,1984/06/12,,Total Seepage,0.0001,76,,,
Dept Water - Pretoria,2627DA00114,Borehole,-26.7075,27.61634,1983/12/24,,Total Seepage,0.05,57,,,
Dept Water - Pretoria,2627DA00163,Borehole,-26.7075,27.6219,1960/04/20,,Total Yield,,17.68,,4.07,
Dept Water - Pretoria,2627DA00112,Borehole,-26.70749,27.61634,1983/12/08,,Total Seepage,0.0001,75,,,
Dept Water - Pretoria,2627DA00159,Borehole,-26.70749,27.62189,1956/06/02,,Individual Contribution,,45.72,,0.3001,0.3
Dept Water - Pretoria,2627DA00159,Borehole,-26.70749,27.62189,1956/06/02,,Individual Contribution,0.0001,24.38,,0.3001,
Dept Water - Pretoria,2627DA00155,Borehole,-26.70749,27.6219,1955/11/19,,Total Seepage,0.04,88.39,,,
Dept Water - Pretoria,2627DA00158,Borehole,-26.70749,27.62191,1956/05/04,,Total Yield,,15.24,27.43,3.26,
Dept Water - Pretoria,2627DA00111,Borehole,-26.70748,27.61634,1983/08/01,,Total Seepage,0.0001,50,,,
Dept Water - Pretoria,2627DA00113,Borehole,-26.70748,27.61635,1984/12/15,,Total Yield,,42,,5.33,
Dept Water - Pretoria,2627DA00115,Borehole,-26.70748,27.61636,,,,,,,,
Dept Water - Pretoria,2627DA00157,Borehole,-26.70748,27.62189,1956/04/24,,Total Yield,,15.24,30.48,1.3,
Dept Water - Pretoria,2627DA00154,Borehole,-26.70748,27.6219,1955/10/22,,Total Yield,,39.62,,1.09,
Dept Water - Pretoria,2627DA00162,Borehole,-26.70748,27.62191,1956/04/07,,Total Seepage,0.0001,88.09,,,
Dept Water - Pretoria,2627DA00164,Borehole,-26.70748,27.62192,1960/04/28,,Total Seepage,0.0001,82.6,,,
Dept Water - Pretoria,2627DA00166,Borehole,-26.70748,27.62194,1960/06/08,,Total Seepage,0.0001,75.29,,,
Dept Water - Pretoria,2627DA00160,Borehole,-26.70747,27.62189,1956/06/28,,Individual Contribution,,60.96,,3.4001,3.4
Dept Water - Pretoria,2627DA00160,Borehole,-26.70747,27.62189,1956/06/28,,Individual Contribution,0.0001,57.91,,3.4001,
Dept Water - Pretoria,2627DA00156,Borehole,-26.70747,27.6219,1956/04/17,,Total Yield,,16.76,33.22,5.02,
Dept Water - Pretoria,2627DA00161,Borehole,-26.70747,27.62191,1960/04/11,,Total Seepage,0.0001,49.99,,,
Dept Water - Pretoria,2627DA00165,Borehole,-26.70746,27.6219,1960/05/12,,Total Seepage,0.0001,67.97,,,
Dept Water - Pretoria,2630CA00054,Borehole,-26.70559,30.1086,,,,,,,,
Dept Water - Pretoria,2630CA00055,Borehole,-26.70558,30.10859,,,,,,,,
Dept Water - Pretoria,2630CA00056,Borehole,-26.70557,30.10858,,,,,,,,
Dept Water - Pretoria,2629CA00264,Borehole,-26.70484,29.04973,1959/01/24,,Total Yield,,10.67,,1.63,
Dept Water - Pretoria,2629CA00262,Borehole,-26.70483,29.04973,1959/01/17,,Total Seepage,0.0001,32,,,
Dept Water - Pretoria,011962,Borehole,-26.70482,29.04973,1956/11/19,,Total Seepage,0.0001,22.25,,,
Dept Water - Pretoria,2629CA00258,Borehole,-26.70481,29.04973,1956/02/22,,Total Yield,,13.72,,0.18,
Dept Water - Pretoria,010395,Borehole,-26.7048,29.04973,1956/02/11,,Total Yield,,9.14,,0.74,
Dept Water - Pretoria,2629CA00254,Borehole,-26.70479,29.04973,1954/01/21,,Total Yield,,18.29,,0.23,
Dept Water - Pretoria,2629CA00252,Borehole,-26.70478,29.04973,1953/10/14,,Total Yield,,21.34,,0.38,
Dept Water - Pretoria,2629CA00250,Borehole,-26.70477,29.04973,1953/09/22,,Total Yield,,14.63,,0.5,
Dept Water - Pretoria,2629CA00248,Borehole,-26.70476,29.04973,1953/09/05,,Total Seepage,0.0001,33.53,,,
Dept Water - Pretoria,2629CA00246,Borehole,-26.70475,29.04973,1983/07/01,,Total Yield,,42,,1.25,
Dept Water - Pretoria,2629CA00244,Borehole,-26.70474,29.04973,1983/10/26,,Total Seepage,0.0001,52,,,
Dept Water - Pretoria,2629CA00243,Borehole,-26.70473,29.04973,1983/06/30,,Total Seepage,0.08,42,,,
Dept Water - Pretoria,2629CA00245,Borehole,-26.70473,29.04974,1983/07/28,,Total Seepage,0.08,38,,,
Dept Water - Pretoria,2629CA00247,Borehole,-26.70473,29.04975,1983/06/21,,Total Yield,,42,,1.11,
Dept Water - Pretoria,2629CA00249,Borehole,-26.70473,29.04976,1953/09/07,,Total Seepage,0.0001,33.53,,,
Dept Water - Pretoria,2629CA00251,Borehole,-26.70473,29.04977,1953/10/09,,Total Seepage,0.0001,32.92,,,
Dept Water - Pretoria,2629CA00253,Borehole,-26.70473,29.04978,1954/01/27,,Total Yield,,18.29,,0.27,
Dept Water - Pretoria,010394,Borehole,-26.70473,29.04979,1956/02/07,,Total Yield,,16.76,,0.67,
Dept Water - Pretoria,2629CA00257,Borehole,-26.70473,29.0498,1956/02/16,,Total Seepage,0.0001,42.67,,,
Dept Water - Pretoria,2629CA00259,Borehole,-26.70473,29.04981,1956/11/15,,Total Seepage,0.0001,35.05,,,
Dept Water - Pretoria,011963,Borehole,-26.70473,29.04982,1956/11/23,,Total Yield,,12.19,,0.54,
Dept Water - Pretoria,2629CA00263,Borehole,-26.70473,29.04983,1959/01/21,,Total Seepage,0.0001,25.91,,,
Dept Water - Pretoria,2627DB00041,Borehole,-26.70471,27.98744,,,,,,,,
Dept Water - Pretoria,2627CA00225,Borehole,-26.70443,27.12467,,,,,,,,
Dept Water - Pretoria,011861,Borehole,-26.70337,29.21918,1956/06/06,,Total Seepage,0.0001,25.91,,,
Dept Water - Pretoria,2629CA00375,Borehole,-26.70336,29.21918,1937/06/12,,Total Seepage,0.0001,28.35,,,
Dept Water - Pretoria,2629CA00373,Borehole,-26.70335,29.21918,1936/08/15,,Total Seepage,0.0001,71.63,,,
Dept Water - Pretoria,2629CB00060,Borehole,-26.70335,29.27473,,,Total Yield,,28.95,,1.26,
Dept Water - Pretoria,011923,Borehole,-26.70334,29.18723,1956/09/18,,Total Yield,,13.72,,0.64,
Dept Water - Pretoria,2629CA00371,Borehole,-26.70334,29.21918,1936/07/08,,Total Seepage,0.0001,30.48,,,
Dept Water - Pretoria,2629CA00372,Borehole,-26.70334,29.21919,1936/07/24,,Total Seepage,0.0001,48.77,,,
Dept Water - Pretoria,2629CA00374,Borehole,-26.70334,29.2192,1937/05/31,,Individual Contribution,,10.36,,0.6001,0.6
Dept Water - Pretoria,2629CA00374,Borehole,-26.70334,29.2192,1937/05/31,,Individual Contribution,0.0001,6.1,,0.6001,
Dept Water - Pretoria,011860,Borehole,-26.70334,29.21921,1956/05/26,,Total Seepage,0.0001,9.14,,,
Dept Water - Pretoria,011870,Borehole,-26.70334,29.21922,1956/06/14,,Total Yield,,14.63,,0.54,
Dept Water - Pretoria,2629CB00059,Borehole,-26.70334,29.27473,1923/03/23,,Total Yield,,41.45,,0.15,
Dept Water - Pretoria,2629CB00061,Borehole,-26.70334,29.27474,1939/11/24,,Individual Contribution,,50.29,,0.4001,0.4
Dept Water - Pretoria,2629CB00061,Borehole,-26.70334,29.27474,1939/11/24,,Individual Contribution,0.0001,15.24,,0.4001,
Dept Water - Pretoria,2627DA00024,Borehole,-26.70333,27.53301,1961/12/23,,Total Seepage,0.0001,38.1,,,
Dept Water - Pretoria,004520,Borehole,-26.70332,27.533,1952/03/29,,Total Yield,,30.48,,2.64,
Dept Water - Pretoria,004521,Borehole,-26.70332,27.533,1952/05/07,,Total Yield,,25.3,,3.35,
Dept Water - Pretoria,2627DA00001,Borehole,-26.70332,27.533,1929/04/11,,Total Yield,,27.43,39.62,0.42,
Dept Water - Pretoria,2627DA00002,Borehole,-26.70332,27.533,1929/07/08,,Total Seepage,0.0001,33.53,,,
Dept Water - Pretoria,2627DA00003,Borehole,-26.70332,27.533,1929/07/29,,Total Yield,,35.05,,1.05,
Dept Water - Pretoria,2627DA00004,Borehole,-26.70332,27.533,,,Total Yield,,24.38,,3.68,
Dept Water - Pretoria,2627DA00005,Borehole,-26.70332,27.533,1929/08/24,,Total Yield,,24.38,,1.05,
Dept Water - Pretoria,2627DA00006,Borehole,-26.70332,27.533,,,,,,,,
Dept Water - Pretoria,2627DA00007,Borehole,-26.70332,27.533,,,,,,,,
Dept Water - Pretoria,2627DA00008,Borehole,-26.70332,27.533,1952/02/22,,Total Yield,,30.48,,4.47,
Dept Water - Pretoria,2627DA00009,Borehole,-26.70332,27.533,1952/03/07,,Total Seepage,0.02,38.1,,,
Dept Water - Pretoria,2627DA00010,Borehole,-26.70332,27.533,1952/03/21,,Total Yield,,36.58,,0.3,
Dept Water - Pretoria,2627DA00013,Borehole,-26.70332,27.533,1952/06/09,,Total Seepage,0.0001,52.12,,,
Dept Water - Pretoria,2627DA00014,Borehole,-26.70332,27.533,1952/06/26,,Total Yield,,48.77,,4.99,
Dept Water - Pretoria,2627DA00015,Borehole,-26.70332,27.533,1953/04/23,,Total Yield,,39.62,,5.05,
Dept Water - Pretoria,2627DA00016,Borehole,-26.70332,27.533,1953/04/29,,Total Yield,,42.67,,0.69,
Dept Water - Pretoria,2627DA00017,Borehole,-26.70332,27.533,1953/04/15,,Individual Contribution,,39.62,,5.0001,5
Dept Water - Pretoria,2627DA00017,Borehole,-26.70332,27.533,1953/04/15,,Individual Contribution,0.0001,32,,5.0001,
Dept Water - Pretoria,2627DA00018,Borehole,-26.70332,27.533,1953/05/25,,Total Seepage,0.0001,45.72,,,
Dept Water - Pretoria,2627DA00019,Borehole,-26.70332,27.533,1953/06/29,,Total Seepage,0.0001,63.09,,,
Dept Water - Pretoria,2627DA00021,Borehole,-26.70332,27.533,1953/07/18,,Total Yield,,16.76,,5.29,
Dept Water - Pretoria,2627DA00022,Borehole,-26.70332,27.533,1953/10/27,,Total Yield,,33.53,,4.36,
Dept Water - Pretoria,2627DA00023,Borehole,-26.70332,27.533,1953/11/03,,Total Yield,,15.24,,1.09,
Dept Water - Pretoria,2627DA00025,Borehole,-26.70332,27.533,1962/01/16,,Total Seepage,0.05,17.68,,,
Dept Water - Pretoria,2627DA00026,Borehole,-26.70332,27.533,1962/01/31,,Total Yield,,19.81,,1.97,
Dept Water - Pretoria,2627DA00027,Borehole,-26.70332,27.533,1984/05/23,,Total Seepage,0.08,32,,,
Dept Water - Pretoria,2627DA00028,Borehole,-26.70332,27.533,1984/05/25,,Total Yield,,33,,1.6,
Dept Water - Pretoria,2627CA00238,Borehole,-26.703,27.12369,,,,,,,,
Dept Water - Pretoria,2628DA00149,Borehole,-26.70289,28.70204,1952/12/12,,Total Seepage,0.01,33.52,,,
Dept Water - Pretoria,2628DA00146,Borehole,-26.70288,28.70203,1964/10/09,,Total Seepage,0.0001,23.77,,,
Dept Water - Pretoria,2628DA00145,Borehole,-26.70286,28.70201,1964/11/23,,Total Seepage,0.0001,64.09,,,
Dept Water - Pretoria,2628DA00143,Borehole,-26.70285,28.702,1964/02/12,,Total Yield,,3.65,,0.1,
Dept Water - Pretoria,2628DA00142,Borehole,-26.70284,28.70199,1964/02/04,,Total Yield,,17.67,,0.38,
Dept Water - Pretoria,2628DA00141,Borehole,-26.70283,28.70198,1964/01/17,,Total Yield,,13.71,,3.26,
Dept Water - Pretoria,2628DA00144,Borehole,-26.70282,28.70197,1963/05/03,,Total Yield,,24.68,,3.26,
Dept Water - Pretoria,2628DA00140,Borehole,-26.70281,28.70196,1964/01/09,,Total Seepage,0.0001,46.33,,,
Dept Water - Pretoria,2628DA00139,Borehole,-26.7028,28.70195,1964/02/22,,Total Yield,,10.36,,0.46,
Dept Water - Pretoria,008313,Borehole,-26.70279,28.70194,1953/01/05,,Total Seepage,0.0001,42.14,,,
Dept Water - Pretoria,2628DA00137,Borehole,-26.70278,28.70193,1956/10/12,,Total Seepage,0.0001,17.98,,,
Dept Water - Pretoria,011940,Borehole,-26.70277,28.70192,1956/11/03,,Total Yield,,7.92,,2.56,
Dept Water - Pretoria,2628DA00147,Borehole,-26.70276,28.70191,1964/10/21,,Total Seepage,0.0001,12.19,,,
Dept Water - Pretoria,2628DA00148,Borehole,-26.70275,28.7019,1964/10/26,,Total Seepage,0.0001,5.18,,,
Dept Water - Pretoria,014128,Borehole,-26.70194,28.08026,1958/09/15,,Total Yield,,21.34,,0.27,
Dept Water - Pretoria,011939,Borehole,-26.70168,28.69886,1956/10/25,,Total Yield,,11.89,,0.14,
Dept Water - Pretoria,2628DA00007,Borehole,-26.70167,28.69886,1970/05/20,,Total Yield,,21.34,,0.47,
Dept Water - Pretoria,2628DA00005,Borehole,-26.70166,28.69886,,,,,,,,
Dept Water - Pretoria,2628DA00006,Borehole,-26.70166,28.69887,,,,,,,,
Dept Water - Pretoria,2628DA00008,Borehole,-26.70166,28.69888,1970/03/12,,Total Seepage,0.08,13.72,,,
Dept Water - Pretoria,009502,Borehole,-26.70166,28.69889,,,,,,,,
Dept Water - Pretoria,2627CA00231,Borehole,-26.70075,27.05833,,,,,,,,
Dept Water - Pretoria,036716,Borehole,-26.7007,27.06634,,,,,,,,
Dept Water - Pretoria,2627CA00187,Borehole,-26.70069,27.06634,1984/09/25,,Total Yield,,35,,4.27,
Dept Water - Pretoria,2627CA00185,Borehole,-26.70068,27.06634,1969/05/02,,Total Yield,,18.29,,1.68,
Dept Water - Pretoria,2627CA00183,Borehole,-26.70067,27.06634,1968/10/16,,Total Yield,,45.72,,11.36,
Dept Water - Pretoria,2627CA00181,Borehole,-26.70066,27.06634,1968/10/15,,Individual Contribution,,41.15,,1.9002,1.9
Dept Water - Pretoria,2627CA00181,Borehole,-26.70066,27.06634,1968/10/15,,Individual Contribution,0.0001,35.05,,1.9002,
Dept Water - Pretoria,2627CA00181,Borehole,-26.70066,27.06634,1968/10/15,,Individual Contribution,0.0001,36.88,,1.9002,
Dept Water - Pretoria,012795,Borehole,-26.70065,27.06634,1960/06/10,,Total Seepage,0.07,21.95,,,
Dept Water - Pretoria,011757,Borehole,-26.70064,27.06634,1959/12/17,,Total Yield,,22.86,,0.44,
Dept Water - Pretoria,2627CA00175,Borehole,-26.70063,27.06634,,,,,,,,
Dept Water - Pretoria,008928,Borehole,-26.70062,27.06634,1954/05/12,,Total Yield,,45.72,,3.28,
Dept Water - Pretoria,005120,Borehole,-26.70061,27.06634,1953/10/23,,Individual Contribution,,167.64,,0.2002,0.2
Dept Water - Pretoria,005120,Borehole,-26.70061,27.06634,1953/10/23,,Individual Contribution,0.0001,64,,0.2002,
Dept Water - Pretoria,005120,Borehole,-26.70061,27.06634,1953/10/23,,Individual Contribution,0.0001,137.16,,0.2002,
Dept Water - Pretoria,2627CA00169,Borehole,-26.7006,27.06634,1940/04/05,,Total Yield,,39.62,,2.52,
Dept Water - Pretoria,2627CA00167,Borehole,-26.70059,27.06634,1921/01/27,,Individual Contribution,,57.91,,0.5001,0.5
Dept Water - Pretoria,2627CA00167,Borehole,-26.70059,27.06634,1921/01/27,,Individual Contribution,0.0001,22.86,,0.5001,
Dept Water - Pretoria,2627CA00165,Borehole,-26.70058,27.06634,1915/02/04,,Total Yield,,21.34,,3.31,
Dept Water - Pretoria,2627CA00163,Borehole,-26.70057,27.06634,1910/02/16,,Total Yield,,53.34,,1.14,
Dept Water - Pretoria,2627CA00161,Borehole,-26.70056,27.06634,1909/10/08,,Total Yield,,152.4,,0.16,
Dept Water - Pretoria,2627CA00159,Borehole,-26.70055,27.06634,1907/03/05,,Total Yield,,22.86,,0.32,
Dept Water - Pretoria,2627CB00395,Borehole,-26.70055,27.33302,1928/02/03,,Total Seepage,0.0001,30.48,,,
Dept Water - Pretoria,2628DB00191,Borehole,-26.70055,28.84136,1950/10/27,,Total Yield,,45.72,,0.32,
Dept Water - Pretoria,2627CA00158,Borehole,-26.70054,27.06634,1906/12/22,,Total Yield,,25.91,,0.32,
Dept Water - Pretoria,2627CA00160,Borehole,-26.70054,27.06635,1909/03/03,,Total Yield,,12.19,,3.79,
Dept Water - Pretoria,2627CA00162,Borehole,-26.70054,27.06636,1910/01/10,,Total Yield,,4.57,,1.89,
Dept Water - Pretoria,2627CA00166,Borehole,-26.70054,27.06638,1919/11/29,,Total Yield,,45.72,,3.15,
Dept Water - Pretoria,2627CA00168,Borehole,-26.70054,27.06639,1926/08/27,,Total Yield,,11.58,,2.52,
Dept Water - Pretoria,2627CA00170,Borehole,-26.70054,27.0664,1942/05/11,,Individual Contribution,,43.28,,1.5001,1.5
Dept Water - Pretoria,2627CA00170,Borehole,-26.70054,27.0664,1942/05/11,,Individual Contribution,0.0001,18.29,,1.5001,
Dept Water - Pretoria,008925,Borehole,-26.70054,27.06641,1954/04/28,,Total Yield,,21.34,,0.63,
Dept Water - Pretoria,2627CA00174,Borehole,-26.70054,27.06642,,,,,,,,
Dept Water - Pretoria,011737,Borehole,-26.70054,27.06643,1958/09/09,,Total Yield,,18.29,,2.27,
Dept Water - Pretoria,2627CA00178,Borehole,-26.70054,27.06644,1960/06/28,,Individual Contribution,,45.72,,0.1001,0.1
Dept Water - Pretoria,2627CA00178,Borehole,-26.70054,27.06644,1960/06/28,,Individual Contribution,0.0001,22.56,,0.1001,
Dept Water - Pretoria,2627CA00180,Borehole,-26.70054,27.06645,1965/08/31,,Total Yield,,41.15,,0.54,
Dept Water - Pretoria,2627CA00182,Borehole,-26.70054,27.06646,1968/10/23,,Total Yield,,91.44,,1.89,
Dept Water - Pretoria,2627CA00184,Borehole,-26.70054,27.06647,1968/10/19,,Individual Contribution,,73.15,,2.7002,2.7
Dept Water - Pretoria,2627CA00184,Borehole,-26.70054,27.06647,1968/10/19,,Individual Contribution,0.0001,4.57,,2.7002,
Dept Water - Pretoria,2627CA00184,Borehole,-26.70054,27.06647,1968/10/19,,Individual Contribution,0.0001,27.43,,2.7002,
Dept Water - Pretoria,2627CA00186,Borehole,-26.70054,27.06648,1969/05/08,,Total Yield,,13.72,,2.84,
Dept Water - Pretoria,036721,Borehole,-26.70054,27.06649,1986/09/16,,Total Yield,,33,,2,
Dept Water - Pretoria,2627CA00190,Borehole,-26.70054,27.0665,,,,,,,,
Dept Water - Pretoria,2627CB00394,Borehole,-26.70054,27.333,1928/01/25,,Total Yield,,22.86,,3.15,
Dept Water - Pretoria,026544,Borehole,-26.70054,27.833,1972/08/31,,Total Yield,,82.3,,2.73,
Dept Water - Pretoria,2628CB00143,Borehole,-26.69917,28.31664,1984/08/06,,Total Seepage,0.0001,85,,,
Dept Water - Pretoria,2628CB00140,Borehole,-26.69917,28.31665,1971/10/08,Float Principle (Thalimedes),Total Yield,,73.15,,0.1,
Dept Water - Pretoria,2628CB00144,Borehole,-26.69917,28.31666,1984/08/08,,Total Seepage,0.0001,85,,,
Dept Water - Pretoria,2627DA00181,Borehole,-26.69916,27.67328,1956/05/23,,Individual Contribution,,24.38,,1.3001,1.3
Dept Water - Pretoria,2627DA00181,Borehole,-26.69916,27.67328,1956/05/23,,Individual Contribution,0.0001,12.19,,1.3001,
Dept Water - Pretoria,2628CB00145,Borehole,-26.69916,28.31663,1984/08/09,Estimated,Individual Contribution,,76,,0.4002,0.4
Dept Water - Pretoria,2628CB00145,Borehole,-26.69916,28.31663,1984/08/09,Estimated,Individual Contribution,0.0001,8,,0.4002,
Dept Water - Pretoria,2628CB00145,Borehole,-26.69916,28.31663,1984/08/09,Estimated,Individual Contribution,0.0001,60,,0.4002,
Dept Water - Pretoria,2628CB00137,Borehole,-26.69916,28.31664,1951/07/18,Estimated,Individual Contribution,,17.68,,3.8001,3.8
Dept Water - Pretoria,2628CB00137,Borehole,-26.69916,28.31664,1951/07/18,Estimated,Individual Contribution,0.0001,6.71,,3.8001,
Dept Water - Pretoria,2628CB00136,Borehole,-26.69916,28.31665,1951/07/10,Float Principle (Thalimedes),Total Yield,,29.87,,1.14,
Dept Water - Pretoria,2628CB00138,Borehole,-26.69916,28.31666,1951/07/24,Estimated,Individual Contribution,,32,,0.7001,0.7
Dept Water - Pretoria,2628CB00138,Borehole,-26.69916,28.31666,1951/07/24,Estimated,Individual Contribution,0.0001,7.62,,0.7001,
Dept Water - Pretoria,2627DA00182,Borehole,-26.69915,27.67327,1969/03/31,,Total Yield,,16.46,,1.28,
Dept Water - Pretoria,2627DA00179,Borehole,-26.69915,27.67328,1983/07/12,,Total Yield,,30,,12.5,
Dept Water - Pretoria,2627DA00183,Borehole,-26.69915,27.67329,1969/04/11,,Total Yield,,27.43,,0.26,
Dept Water - Pretoria,2627DB00163,Borehole,-26.69915,27.803,1999/11/25,Float Principle (Thalimedes),Total Yield,,18,,2,
Dept Water - Pretoria,2628CB00141,Borehole,-26.69915,28.31664,1973/05/15,Float Principle (Thalimedes),Total Yield,,15,,4.65,
Dept Water - Pretoria,2628CB00139,Borehole,-26.69915,28.31665,1969/12/22,Float Principle (Thalimedes),Total Yield,,21.95,,1.42,
Dept Water - Pretoria,2628CB00142,Borehole,-26.69915,28.31666,1973/06/06,Float Principle (Thalimedes),Total Yield,,5.5,,1.6,
Dept Water - Pretoria,2627DA00180,Borehole,-26.69914,27.67328,1956/05/15,,Individual Contribution,,42.67,,1.4001,1.4
Dept Water - Pretoria,2627DA00180,Borehole,-26.69914,27.67328,1956/05/15,,Individual Contribution,0.0001,24.38,,1.4001,
Dept Water - Pretoria,2627CB00420,Borehole,-26.69889,27.27497,1989/04/13,,Total Seepage,0.0001,96,,,
Dept Water - Pretoria,2627CB00419,Borehole,-26.69888,27.27496,1989/04/12,,Total Seepage,0.0001,114,,,
Dept Water - Pretoria,2627CB00418,Borehole,-26.69887,27.27495,1989/04/10,,Total Seepage,0.0001,150,,,
Dept Water - Pretoria,2627DB00070,Borehole,-26.69778,27.83162,1991/05/06,,Total Yield,,107,,0.57,
Dept Water - Pretoria,2627DA00101,Borehole,-26.69664,27.72325,,,,,,,,
Dept Water - Pretoria,2629CA00241,Borehole,-26.69645,29.19139,1972/01/17,,Total Seepage,0.0001,60.96,,,
Dept Water - Pretoria,2629CA00239,Borehole,-26.69644,29.19139,1971/11/09,,Total Seepage,0.0001,401,,,
Dept Water - Pretoria,2629CA00237,Borehole,-26.69643,29.19139,1970/10/30,,Total Seepage,0.0001,27.13,,,
Dept Water - Pretoria,2629CA00235,Borehole,-26.69642,29.19139,1968/09/24,,Individual Contribution,,32,,0.5001,0.5
Dept Water - Pretoria,2629CA00235,Borehole,-26.69642,29.19139,1968/09/24,,Individual Contribution,0.0001,3.66,,0.5001,
Dept Water - Pretoria,2629CA00233,Borehole,-26.69641,29.19139,1963/08/31,,Total Yield,,14.63,,0.27,
Dept Water - Pretoria,009341,Borehole,-26.6964,29.19139,1954/04/14,,Total Yield,,4.57,,0.23,
Dept Water - Pretoria,2629CA00229,Borehole,-26.69639,29.19139,1937/11/17,,Total Seepage,0.0001,41.15,,,
Dept Water - Pretoria,011875,Borehole,-26.69639,29.1914,1956/06/27,,Total Yield,,14.63,,0.38,
Dept Water - Pretoria,2629CA00234,Borehole,-26.69639,29.19141,1968/09/06,,Individual Contribution,,45.72,,0.2001,0.2
Dept Water - Pretoria,2629CA00234,Borehole,-26.69639,29.19141,1968/09/06,,Individual Contribution,0.0001,32.61,,0.2001,
Dept Water - Pretoria,2629CA00236,Borehole,-26.69639,29.19142,1970/10/16,,Total Seepage,0.0001,32,,,
Dept Water - Pretoria,2629CA00238,Borehole,-26.69639,29.19143,1970/11/18,,Total Yield,,29.57,,0.61,
Dept Water - Pretoria,2629CA00240,Borehole,-26.69639,29.19144,1971/11/26,,Total Seepage,0.02,20,,,
Dept Water - Pretoria,2629CA00242,Borehole,-26.69639,29.19145,1972/03/03,,Total Seepage,0.0001,44.6,,,
Dept Water - Pretoria,011995,Borehole,-26.69638,28.93164,1957/02/09,,Total Yield,,12.19,,0.65,
Dept Water - Pretoria,2629DA00344,Borehole,-26.69532,29.69917,,,,,,,,
Dept Water - Pretoria,2628DA00131,Borehole,-26.69422,28.73392,1965/02/19,,Total Yield,,10.66,,0.53,
Dept Water - Pretoria,2628DA00130,Borehole,-26.69421,28.73391,1965/05/03,,Total Seepage,0.0001,23.77,,,
Dept Water - Pretoria,2628DA00129,Borehole,-26.6942,28.7339,1965/04/23,,Total Seepage,0.0001,23.16,,,
Dept Water - Pretoria,011982,Borehole,-26.69419,28.73389,1956/12/15,,Total Yield,,15.24,,0.85,
Dept Water - Pretoria,2628DA00127,Borehole,-26.69418,28.73388,1954/12/02,,Total Seepage,0.0001,14.33,,,
Dept Water - Pretoria,2628DA00126,Borehole,-26.69417,28.73387,1956/11/17,,Total Seepage,0.0001,14.33,,,
Dept Water - Pretoria,011955,Borehole,-26.69416,28.73386,1956/11/14,,Total Seepage,0.0001,16.15,,,
Dept Water - Pretoria,2628DA00132,Borehole,-26.69415,28.73385,1965/04/20,,Total Seepage,0.02,38.4,,,
Dept Water - Pretoria,2628DA00133,Borehole,-26.69413,28.73383,1965/05/12,,Total Yield,,14.32,,1.83,
Dept Water - Pretoria,011964,Borehole,-26.69412,28.73382,1956/12/07,,Total Seepage,0.0001,13.41,,,
Dept Water - Pretoria,2628DA00135,Borehole,-26.69411,28.73381,1924/06/14,,Total Yield,,11.58,,3.03,
Dept Water - Pretoria,017074,Borehole,-26.6936,28.05414,1961/07/31,,Total Seepage,0.06,24.38,,,
Dept Water - Pretoria,2629DB00108,Borehole,-26.69252,29.93308,,,,,,,,
Dept Water - Pretoria,2629CB00023,Borehole,-26.69233,29.40806,1918/02/16,,Individual Contribution,,67.05,,0.1001,0.1
Dept Water - Pretoria,2629CB00023,Borehole,-26.69233,29.40806,1918/02/16,,Individual Contribution,0.0001,62.18,,0.1001,
Dept Water - Pretoria,2629CB00021,Borehole,-26.69232,29.40806,1918/06/06,,Total Yield,,32.61,,0.21,
Dept Water - Pretoria,2629CB00019,Borehole,-26.69231,29.40806,1918/06/25,,Total Yield,,21.33,,1.89,
Dept Water - Pretoria,2629CB00017,Borehole,-26.6923,29.40806,1918/08/06,,Total Yield,,18.29,,0.16,
